feed,BabyBirdBlend,BreederAdvance Complete,BreederChoice Complete,BreederElite Complete,BreederOptimal Formula,BreederPerfect Plus,BreederPrime Formula,BreederVital Premium,BroilerBoost Supreme,BroilerBulk Ultra,BroilerCharge Complete,BroilerComplete Plus,BroilerPlus Advanced,ChickBoost Complete,ChickLaunch Pro,ChickStart Plus,ClutchBoost Supreme,ClutchMaster Formula,ClutchPower Premium,DevelopPro Advanced,EarlyGrow Formula,EggBoost Supreme,EggMaster Premium,EggQuality Enhanced,EggStream Formula,EggToChick Plus,EggcellenceBlend,EndStage Enhanced,FastFinish Formula,FeatherFill Premium,FeatherUp Complete,FecundityBoost Complete,FertileEgg Premium,FertileLayer Complete,FertileSupport Enhanced,FertilityMax Formula,FertilityPlus Complete,FinalBoost Premium,FinalPhase Complete,FineMeat Formula,FinishLine Enhanced,FinishPro Supreme,FinishRight Premium,FirstFeather Nutrition,FirstPeck,FledglingBlend,GrowStrong Advanced,GrowthBurst Formula,GrowthFinish Advanced,GrowthMax Complete,HatchMate Premier,HatchMore Premium,HatchPro Complete,HatchRate Pro,HatchSuccess Formula,HatchlingEssentials,JuniorLayer Prep,JuvenileBlend Plus,LastBoost Complete,LastStage Enhanced,LayMore Gold,LayWell Complete,LayerLuxe Complete,LayerProducer Plus,MarketMax Formula,MarketPrep Formula,MarketReady Formula,MatureBlend Complete,MeatMaker Premium,MeatMax Complete,MeatYield Advanced,MidGrow Formula,MidStageNutrition,MuscleBuilder Pro,NestResult Formula,NestStart Gold,OmegaEgg Enhanced,PeakLay Advanced,PeepNourish,PeepStart Max,PerfectFinish Pro,PrimeFinish Complete,ProteinPeak Complete,PulletDevelop Formula,PulletFirst Complete,PulletPower Premium,QuickGrow Formula,RapidGrow Complete,RapidMeat Enhanced,ReadyWeight Complete,ReproMax Enhanced,ReproNutrient Formula,ReproSuccess Formula,ShellBuilder Pro,ShellMax Enhanced,ShellStrength Pro,StartRight Formula,TeenChick Formula,WeightGain Pro,YolkPerfect Premium
EggcellenceBlend,0.6402860498540899,-0.15002630566161085,0.7833208048164154,-0.11053071241090746,-0.7407231095509633,0.06897107383563053,0.01819878888947586,0.3943423347328149,-0.14920987325665508,-0.6843936448011023,0.017925288214759597,-0.031647302766911446,-0.1489564345643794,-0.2815705675486362,-0.740883259547595,0.2447277107521038,-0.1623325828429137,0.3409999855658293,0.2851675358312363,0.3623141415220261,-0.21896261111155735,-0.2128101070763505,-0.8155908848698586,-0.1827496561321135,0.1302436513026053,-0.5810035678200179,0.9999999999999999,0.5763748288241686,-0.32326905208166,-0.057816207101371406,-0.5126444117248954,0.12042486314693007,-0.7295215304962923,0.031248730496770193,0.015969406210877463,-0.3189716191743519,0.058753131282299524,0.05893674907473696,-0.628227344538668,-0.7353316941670117,0.8587112655028212,-0.050856279337152865,-0.5172228884659543,-0.824308819554469,-0.23400833066024138,-0.3193555975879519,0.3852942938455318,-0.518642088233489,0.8990386678406161,0.12021450349349903,-0.014913330164046619,-0.5378436120541034,0.11224073594300506,-0.315875533656518,0.4857577598174803,-0.709603281291901,0.6734210726825848,-0.06759566941708749,-0.17183719558462407,-0.3858580623655031,-0.3880432528466891,-0.1671522983376316,0.2551647636457791,-0.09234537873796254,0.30217733507449007,-0.8554149580882838,0.17866686407569077,0.9457385079414886,-0.41923503447934296,-0.29535559315214077,0.8833258016242665,0.7925394744678308,0.6312413434006358,0.31877741250055136,0.5656055759434814,-0.20360253796630345,0.4822582471515104,-0.3116466555436399,0.43481088840380755,0.5163184560845647,0.5197330710902878,0.7920045290613709,0.31790109821408946,-0.15623169722540414,0.3135710864518463,0.500540933723921,0.3131145912481201,-0.8413689726644209,0.4398755798021635,-0.7082362749553758,0.688862419827872,-0.27666886024126797,-0.0010896491526458524,-0.13809665089246725,-0.5552557039669055,-0.49783472377259996,-0.5372096255370504,-0.5381715406777887,0.25617222509393006,0.3443567754554582
EndStage Enhanced,-0.027519723962703805,0.3546795094722595,0.4074484919671175,-0.25425362204733076,-0.26640076932275075,0.3205026626750256,-0.09814362417737749,0.24300398348053398,0.04366921352021171,-0.5225992929654669,0.040248750051807024,-0.02849393843683478,0.12861147644789717,-0.1413093259405924,-0.3207626995662374,-0.18455027308865332,0.36451957800192186,0.22920987698362372,0.3151087945363396,0.4255268345298586,0.029856125558453725,-0.4527840166158987,-0.4761473446675041,-0.06404094184074832,0.1971653894530915,-0.48114017852792124,0.5763748288241686,1.0,-0.26626364757732823,0.2531734294215856,-0.5754433121634251,-0.05949254135326808,-0.2426601762846614,0.035032002152537836,0.17105400909510524,-0.24581267109918536,-0.009836842999397785,0.2849657197739742,-0.747136068436826,-0.4148797644087947,0.4489123572262573,-0.20340198532155837,-0.21009404247437158,-0.3925210834920858,-0.2758284678477426,-0.20692724413862268,0.20032779858501643,-0.22996062971300857,0.5354023763297711,-0.05360427720516206,-0.6293261845615312,-0.018255270274119995,0.02078013876360897,-0.39295921160267006,0.06394423473057104,-0.3612179769071855,0.1207431992339762,0.08114028395490328,-0.166387551585265,-0.5048893457087236,-0.27731598267313373,0.02789629712372918,-0.08975439660614656,0.3097762848388368,0.496249533600176,-0.7105701813284656,0.3313473184127051,0.4604312590006551,-0.23953358075168696,-0.31543913368819354,0.6574130391939474,0.23333383229591564,0.1380111156610026,0.3728493692393702,0.12629191800593548,-0.019522689970297935,0.07210213490666614,0.08782812169590468,0.11892599681599643,0.410212432636884,0.16372195387707145,0.26124908895019233,0.284815901768046,-0.08356379998934832,-0.07399537157734767,0.5156851057212735,0.25670772997811653,-0.4021540928477658,0.5222506783742524,-0.1580621995677812,0.13695652374903572,-0.03197241692267766,0.24765787853788998,0.08568244119966006,-0.37674671942453625,-0.4840806649843816,-0.5055238490626244,-0.6365118034405056,0.19490530543311668,0.42442797263972154
FastFinish Formula,-0.1738091234857913,0.22541747745885754,-0.23030750974896358,-0.07415838556827425,0.17869653698906593,0.5077172369252215,-0.5218974704295218,-0.4178882950725275,-0.26981538306722963,0.27590995034600246,0.12708870500218503,-0.297937408801583,-0.35706800501719715,0.5929987153783645,0.07881556934326571,-0.24238215610974465,0.23586533771277737,0.2036631000017563,-0.1508444389793493,-0.2598082090440294,-0.001665673931403655,0.32688000209479934,0.22427992952823284,-0.007651413743603008,0.2729668964087035,0.29278162018774645,-0.32326905208166,-0.26626364757732823,1.0,-0.028427306525886736,0.21435598348994908,0.19798652301494707,0.12133219407220729,-0.014804460254280338,0.39130911830599957,0.1464476736211835,0.20835599931939885,-0.21400667513549054,0.20662274886149082,0.17239413153091493,-0.39569068602794055,-0.23371760774787506,0.0927698153529095,0.1640747912958761,-0.19013700515045465,0.6964751549585503,-0.06895915906311371,-0.2124497318255988,-0.36912742125448883,0.28991077512121943,-0.12155169477959388,0.014458880301437965,-0.780972724273809,-0.05354372069035875,0.02136291032834886,0.13186293681586136,-0.30252287061732897,0.397780795897461,-0.05121016298239234,0.12489087690495163,0.0024769770991321938,-0.11866672698978803,0.21675499318229494,-0.3956044086260732,0.0034193619668987374,0.31951298619736374,0.43653332813175383,-0.40977773202975665,0.2746693047591609,0.4619298196093326,-0.38555033236378927,-0.19211012597739155,-0.053934087696824895,-0.14781092388880934,0.027320375201074498,0.06267518269408243,0.1349064849078498,-0.16555358352265281,-0.5059996326281311,-0.12126673486838324,-0.3077398708757975,-0.35854449375313957,-0.44521756637084625,-0.2328241536841305,-0.5011112781279556,-0.3978001096631142,-0.45236934839155124,0.24652564005038047,-0.07783198566346357,0.12436569389447989,-0.3398717269698617,-0.16455397285232504,0.667842783731804,-0.1106941646131775,0.18381073819074067,0.5171849280664054,0.3330605773295587,0.23590443438947695,-0.3027469873905538,0.0435072023627409
FeatherFill Premium,-0.5822819198442456,-0.04744993518152333,0.0017689345370571197,-0.5683943564136432,-0.2716853959558094,0.28249462048893104,0.04602750723336008,-0.0681858633417245,0.22244538305057054,-0.32893231761369895,-0.48148221740299724,-0.21405831755615587,0.0027266209761119715,0.1126042048040634,-0.3078070379932666,-0.1767969117630741,0.531388901032801,0.06445657526157396,0.2970779761378572,0.4602205377734065,-0.48773943381572427,-0.7095825102887674,0.11932494999107618,0.3293591731319218,-0.22587153324017994,-0.3273550127398621,-0.057816207101371406,0.2531734294215856,-0.028427306525886736,1.0,-0.2208385895767273,0.3223017169004155,0.03069219232435891,0.2727535026518689,0.572296822934376,-0.3879834102139658,0.3958459142231323,0.15380470539020294,-0.22526478269839761,-0.23031952576472245,-0.1606240688283462,-0.33031849625014725,-0.396257339960542,-0.06968403151686477,-0.256025992200857,0.09210903904468634,0.2979953975433659,0.38281873038375686,-0.07079320993112292,-0.25953248301303256,-0.5384823442551953,-0.1864215316296131,0.14255777302396588,-0.5245768298132674,0.12852098535773399,-0.30939356036971516,-0.3670147837581801,-0.41575352814615285,0.5304227796313179,0.11651588718721116,-0.3013720695408091,-0.1291767920708765,0.4285929891388915,0.229329554555255,0.3816515164958161,-0.35431376485772337,0.35997221867685214,-0.12672919458269905,0.21436443560122986,0.2260573058161762,0.08266810567000328,-0.2515776104277115,0.11238784807927171,-0.08263725059427673,0.27626222204981854,-0.4214920701963034,0.05536342880353319,0.29905873170083674,0.0954607581896865,0.5752037722503358,0.14571909013546638,0.10355583673446724,-0.23599543481005783,0.4155823740656177,0.07326738969223259,0.06537051680314948,0.5318420523743498,0.126079704324851,0.23664080717050467,0.13692374476237784,0.1030925843109893,-0.4122282055204892,0.3636578518201583,-0.31081574040083715,-0.18168987749498638,0.1763137896183852,-0.30409676806219,-0.230479935313956,-0.2902668949519776,0.06554340408552559
FeatherUp Complete,-0.23707763391365996,-0.36264228106973145,-0.6393715525101024,0.26537583273850934,0.3693932054525117,-0.5474911042078088,0.061998315700348285,0.08331245641900174,0.3062793141033815,0.6576301427612694,0.23437503229874537,0.23025860423887395,0.30764081510072383,0.033709304513295506,0.5419804296805862,0.0085139050509486,-0.006315644321045245,-0.1822882236618248,-0.0041839625653536305,0.12696030057229335,0.12946748774913966,0.5668265821003093,0.39463777563448477,-0.3751475025754035,-0.3104243765687632,0.769011133541431,-0.5126444117248954,-0.5754433121634251,0.21435598348994908,-0.2208385895767273,0.9999999999999999,-0.22910033011148234,0.401226399523034,0.061416213526091966,0.0711563606328489,0.472685757494112,0.18077770558497927,-0.19532419792022168,0.5165474964527607,0.6713996807369988,-0.6465703563057218,-0.2699313892327259,0.5522527893899422,0.2975282403735121,0.7980420237710625,0.2140098614039206,-0.682160956159585,0.13129632356259,-0.6018067409434313,0.2622440363835436,0.3292950937981223,0.3380769980567358,-0.16852633449828822,0.20973908805748187,-0.6194335212654205,0.4890222987485106,-0.21104963879490957,-0.1558469905736732,0.050319578156991826,0.5340726495674187,0.34845577085099705,0.30977454124862364,-0.41319593884888667,-0.5991699492228898,-0.10649832208844953,0.7064284436260437,-0.05579782520815229,-0.48435002056824705,0.30169245871354816,0.1200412076051783,-0.7434483190183679,-0.5636920340785537,-0.6226278723704509,-0.2962117013038969,-0.5532123237523576,0.10627537283920084,-0.23152022814503884,0.24704512015428998,-0.3167893441808897,-0.058792487377317564,-0.675970962332904,-0.5796259318814109,-0.2787968416492167,-0.3124556926832445,-0.503228202774012,-0.5645613224288856,-0.2797158796755683,0.419199007069789,-0.5697874420273551,0.31263258261564314,-0.43923740856963817,-0.07528016554584208,-0.3033751745454069,0.03908082813834589,0.7526453221827336,0.11527576257268399,0.8169730775989468,0.531608496034362,0.32621587522238416,0.01653370256686674
FecundityBoost Complete,0.04517904027779006,-0.4280514641946703,0.30384131057728975,-0.2023988166432816,-0.47179565276515756,0.2635481070783357,-0.18666322266986038,-0.017067990275053423,-0.4460121039308649,-0.35912520930426045,0.11673738572639805,-0.2060287344727601,-0.41581519647024207,0.5640957231965016,-0.5785770831537481,-0.1991838311232196,-0.03542794380844004,-0.07980470496845686,0.32376943307001127,0.0860334311450566,-0.5131803285286493,-0.09745536634236002,-0.02262207377226774,0.17529232595899238,-0.033651778113995855,-0.45059952226717787,0.12042486314693007,-0.05949254135326808,0.19798652301494707,0.3223017169004155,-0.22910033011148234,1.0,-0.46345719510983957,0.7032769942631459,0.17394168258895004,-0.36206653555404383,0.41148658940212673,-0.3479345339089187,0.14946969518437445,-0.4273995110104896,0.06126150216465517,0.009122109373770218,-0.5107297303766226,-0.36897221656542956,-0.420444055646774,0.04679037170816334,0.07529455099838503,0.013202133750452311,0.18525951562748172,-0.04754506791495179,0.03604482999035449,-0.7342509809707409,-0.23732022792518023,-0.21993827443828004,0.6951345592315522,-0.6008734100530359,-0.019695927194294693,0.11349163322344322,0.6090614339081661,0.11365047573849191,-0.6208333469971842,-0.524672284402692,0.6893255049181121,-0.07466777908468035,-0.1886408827684082,-0.28209538713180493,0.11385426548916361,0.22616830387535755,0.3306551601989472,0.7521627276463794,0.08110961748449647,0.24219566866804326,0.5155123516992877,-0.41379010704123304,0.7668540384880612,-0.1611292613915071,-0.21226082647887384,-0.37532008692070595,-0.29538973926141515,0.4258175808926147,0.36603746863551034,0.20713938839425622,0.07066315294969014,0.40366431485199317,0.23312012571203358,0.3012033420697588,0.009789317356345814,-0.15078360954662545,0.5450977796576087,-0.08464499342332597,0.1974652472774413,-0.294091632437835,0.2775321601464762,0.09827634943132,-0.44609418414965923,0.17528805217225757,-0.31696692248770064,-0.031950780282005514,-0.27477445439309045,-0.38886061879126144
FertileEgg Premium,-0.6184237652821459,0.4135195822042733,-0.775278744222739,-0.04325885872555833,0.6937493431430886,-0.16900513193485217,0.3392373719550011,-0.5645587496799809,0.4754497209449495,0.6615992313757294,-0.38001852531437635,0.21263304499933552,0.3426305959848975,0.2753728940165058,0.7804481342439668,-0.2802733545344958,0.1540388507017779,-0.528430047999334,-0.3007907217383262,-0.14928875229541863,0.21758833410069955,-0.06528958661302277,0.5004231297423605,0.29915670958329654,-0.01594528030473801,0.6528903457569873,-0.7295215304962923,-0.2426601762846614,0.12133219407220729,0.03069219232435891,0.401226399523034,-0.46345719510983957,0.9999999999999999,-0.01512000922752198,-0.13538291029536342,0.3179989995202283,-0.01869492755922579,0.37112735857124673,0.3981186857835448,0.7818534594508116,-0.6125176494686911,-0.20839906369422145,0.3614198749755199,0.8293726642006759,0.26461434767270375,-0.07393570022060743,-0.445430675881018,0.6641700527351754,-0.821385719181772,0.015532457131064117,-0.1345222247656831,0.727890920191605,0.035531219999648034,0.21417239276910002,-0.6398969953926129,0.8323268460954114,-0.2940951498970293,0.03866417191269514,-0.2499378389072174,0.3563095487849186,0.48360606289730207,0.24007901631055986,-0.5302052153263721,-0.05590243190037675,-0.137686799934446,0.6780099794574481,-0.072028525774067,-0.7531593020775601,0.5642216765603573,-0.05292839470343337,-0.6862309173433448,-0.6893107231497555,-0.6886680396512058,-0.3450942180825764,-0.6288769540247255,-0.12928234681720083,-0.38552486216329923,0.5241224988198884,-0.3797438565186763,-0.36417013797454545,-0.6553847589535824,-0.7107006496099131,-0.6126996540322943,0.04678095768145543,-0.13352584148987476,-0.6634164656994411,-0.0732126707469906,0.7443401200259554,-0.19348337687975048,0.6756927672467299,-0.6917109999566322,0.20313280560519967,-0.16516915764119905,0.3318962224051503,0.7741587148649407,0.0716018085171482,0.2552211530180673,0.001133850872887477,-0.1264207259159167,-0.12310581954107097
FertileLayer Complete,-0.13860998838882152,-0.46974316504771163,0.12006510264166151,-0.1043320071829805,-0.23146384326325642,-0.14829940883229478,0.3096849734643209,0.038943876625352425,-0.07380700832830872,-0.1344275587125753,0.0036149189599305504,-0.14666671793039085,0.1556179029345538,0.5927283040337483,-0.33442316061651267,-0.5673115780845707,0.09878860676783695,-0.5110029191951069,0.5377661422534668,0.3067735870261985,-0.566723724807766,-0.07999681370615588,0.06325683128564967,0.25647362360404163,-0.2807745062269062,-0.23310018108388986,0.031248730496770193,0.035032002152537836,-0.014804460254280338,0.2727535026518689,0.061416213526091966,0.7032769942631459,-0.01512000922752198,0.9999999999999999,0.0800473125958966,-0.31902899686048136,0.7074458624113056,-0.07105362212266246,0.1728210330556963,-0.057383560737719726,-0.08322364247014519,-0.19719673856644865,-0.3517113390361435,-0.2968298847685077,0.022471659751954854,-0.2309166635061039,-0.39834965815157236,0.21000865564321722,-0.07718835002278537,-0.12600594173923657,-0.11608963814971822,-0.5025944897442152,0.01888967482908238,-0.1878329358441633,0.3472233586737079,-0.3444748348933544,0.03933472995022882,-0.10353161380599112,0.46236704020464253,0.4644414325864619,-0.5708309735387057,-0.4434520936506917,0.30073808096451504,-0.2746107414777015,-0.24323432448443655,-0.11936630067667221,0.17277042856941643,0.08264192626308511,0.6177278155234004,0.6487327818839413,-0.12303448920085751,-0.02364649655619011,0.2446548285962827,-0.7016319777299799,0.4663083543171602,-0.3535112892077008,-0.4198889529872514,-0.21555207478546973,-0.5636661205700126,0.5024501406504608,0.007080914070262703,-0.11507381697739287,-0.10961037399259209,0.3614347638881201,0.15948529456467764,-0.027233328526159825,0.13649264439003403,0.06023817820001631,0.5486012117586755,0.18683854402811662,-0.11893179264871039,-0.3749767640491968,0.003901224999617481,0.5756060736547471,0.051442753826755463,-0.049955989640878606,-0.23953418518545522,-0.33081199032786873,0.08996504436604974,-0.26182225903065753
FertileSupport Enhanced,-0.450848467350023,0.019170786746789764,0.18162291800344357,-0.34829556653979454,-0.11014038522138352,0.3677013741495723,-0.09554279775170117,0.13433257669678444,-0.23964557918750048,-0.11652523650546671,0.040184121806568725,-0.1990335596488022,-0.12835312263158266,0.154538874959407,-0.26968489737524576,-0.36616795163635907,0.700089408099068,0.30835778075094067,0.527516989898981,0.20502241174926628,-0.3367593795568171,-0.19575295439532506,0.023031239266419527,-0.02725752175131432,-0.12642821614123617,-0.13389801417426847,0.015969406210877463,0.17105400909510524,0.39130911830599957,0.572296822934376,0.0711563606328489,0.17394168258895004,-0.13538291029536342,0.0800473125958966,1.0,-0.5378592642987596,0.5542560538715166,-0.36145775640479205,-0.28591325054422945,-0.006696426109399863,-0.20092287052766783,-0.45079178113700213,-0.10545054327036059,-0.2671626756412144,-0.0818546723346782,0.589915346509953,0.22550983026980742,-0.2138062625970356,-0.027972666018205257,0.15318066631296093,-0.36493829888153234,-0.08159768870431976,-0.2730452605903778,-0.6949827830627802,0.07403270382358865,-0.23768366326694415,-0.38929635062618545,-0.29441812931680966,0.17114755725218914,-0.010980641026736482,-0.29242883476913845,-0.13662459934425433,0.2938915989088891,-0.14246348511052195,0.4363341386550336,-0.2526876886202018,0.8666010366951185,-0.1360732329299098,-0.04872388206952062,0.21028210958717566,-0.08979121843473883,-0.1515075140500457,0.09189411765321141,0.12564761282043324,0.08475874027206154,-0.1653153285082675,0.2602885505733598,-0.1957022170611805,-0.12190468864289114,0.47933516039737734,-0.09853271175775459,0.01681673649054124,-0.18067244958731182,-0.11204574218740067,-0.41835673427456166,-0.1427714190837222,0.029668102785327805,0.024491565173187128,0.11455243726461334,0.04131859384666684,-0.15870920499470792,-0.6594601292779431,0.612873499970935,-0.2132091513729817,0.01362077820805262,0.226592889950094,0.11536695873342384,-0.17832805068162405,0.0003475047666914588,0.5174498496904536
FertilityMax Formula,0.08001230235671747,0.09230413489640532,-0.6731646904398848,0.09879643485969668,0.22259758294569806,-0.28088490715344394,-0.4085785702879657,-0.1328228902428781,0.561394488345663,0.4463960372396404,0.03014696720533017,0.33968862145334106,0.17404755679995704,-0.1310023630385023,0.53096296860591,0.4678992986342534,-0.4299076600460314,0.15203087328270243,-0.6340110472240278,0.11113739488413642,0.5310011773840733,0.4620482483475649,0.13294860926694732,-0.47377977853130676,0.25343175687824254,0.6799145933217835,-0.3189716191743519,-0.24581267109918536,0.1464476736211835,-0.3879834102139658,0.472685757494112,-0.36206653555404383,0.3179989995202283,-0.31902899686048136,-0.5378592642987596,1.0,-0.4891563417422129,0.1592472552619997,0.42524887662566957,0.2411673040701718,-0.2668711541685101,-0.10751720905326612,0.4477265141205993,0.4383340528467615,0.4323537159444191,-0.04154763581685791,-0.5081109903091798,0.17187647214114765,-0.3703283089377723,0.2553013898795401,0.2033803824061042,0.3907341302038532,-0.30438869046070655,0.6772289931199192,-0.6416309567127892,0.4978866753516058,0.06755127137347088,0.3662003860846756,-0.18358083102690945,0.211998009453105,0.6486717028958402,0.5018891043024958,-0.5214665515467976,-0.19482066911667653,-0.025446409345199615,0.5204171085393662,-0.5643457049226936,-0.23588329358521873,0.1282913244666593,-0.22468841785520774,-0.31229478384340326,-0.32527014864843057,-0.5925155449158906,0.09841115498771597,-0.509836914118561,0.2337503930270215,-0.16962996836186403,0.6004318600857452,-0.04084291685107917,-0.29536801022641623,-0.43618589634371,-0.34708804406432947,-0.09688198561563084,-0.43148431599661574,-0.2794816758532441,-0.09965750914671162,-0.3170487032432584,0.1301398073294645,-0.4935285293142653,-0.01358879213677343,-0.08748082734217773,0.5923393179948324,-0.36030506612751423,-0.1702305393399109,0.34795957389435506,-0.0019077797903298555,0.44555487665894766,0.6083869638675262,0.12361190081701233,-0.13968142056194155
FertilityPlus Complete,-0.20708145051963492,-0.41073638452041816,0.2696583862036849,-0.09519915039128994,-0.27572536847082135,-0.11276194543274955,0.35574343718599755,0.0895919028846128,-0.0741199233276543,-0.024898529372444182,-0.07980338863254388,-0.2653932115891626,0.11786291827700468,0.40621591963166725,-0.4227209097868145,-0.6296237831225899,0.46059531172325274,-0.26578483488416105,0.7572847228819979,0.24695521804974405,-0.7561121771449056,-0.06085436270670107,0.008730289510206837,0.2775183393528243,-0.47821966778597513,-0.1709958660559869,0.058753131282299524,-0.009836842999397785,0.20835599931939885,0.3958459142231323,0.18077770558497927,0.41148658940212673,-0.01869492755922579,0.7074458624113056,0.5542560538715166,-0.4891563417422129,1.0,-0.22311611459929004,0.012081575931518294,0.05066506070832196,-0.06804138989477347,-0.36127568204919824,-0.37049211891342376,-0.42405961055997476,0.14379691492560093,0.13997759443444355,-0.15155084076067302,-0.004569641292045653,-0.08872151921785139,0.01790571904230842,-0.14432519697407553,-0.4433748993278996,-0.06154217829108478,-0.476542266185273,0.24626391773731018,-0.2980187757242447,-0.0663652077767756,-0.42204503253000153,0.30559936892531236,0.5702960591498986,-0.5093672599108686,-0.5601921770490098,0.44450107991908033,-0.4799221721716825,-0.14320591089552642,-0.19619576107004302,0.6689150331317696,-0.04185716260646857,0.4652109681418046,0.5830735366940595,-0.19056792816505838,-0.018624435199950475,0.3090467218616026,-0.4353487413960257,0.3420961889202711,-0.5641193987933601,0.10436844087541605,-0.32911912600940924,-0.3834292200003387,0.5987554002923222,-0.1819484216523781,-0.013885920230862221,-0.2933988439633648,0.08817429383023995,-0.1223759035374199,-0.37393005348825525,0.0411613209678422,-0.028871035659780175,0.27746711300872273,0.048235982022259954,-0.11807275894921934,-0.7855262970076011,0.22664359578155838,0.3039034315711942,0.243777176128469,0.10509752044986621,-0.04668173277281191,-0.3687229276163616,0.3025011144884916,0.2872930444688692
FinalBoost Premium,-0.09335614823540152,0.21136663044751067,-0.23245317374768937,0.0984656395292694,0.16608387702825558,0.07419905308257312,0.21534439388195817,-0.3157967867886177,0.40723101282425583,-0.14877316968027945,-0.39517196975749497,-0.2832798896967046,0.2198732148924243,-0.08381407601844079,0.22220456162797975,0.03571317489154498,0.12988125828458422,-0.3248784203885161,-0.284775768541296,0.1267401157547333,0.05909286526494677,-0.4897400540903264,0.053343898077523946,0.42538517079612126,-0.1569069819582188,-0.05848373990263747,0.05893674907473696,0.2849657197739742,-0.21400667513549054,0.15380470539020294,-0.19532419792022168,-0.3479345339089187,0.37112735857124673,-0.07105362212266246,-0.36145775640479205,0.1592472552619997,-0.22311611459929004,1.0,-0.37735326181114803,0.050894816658958,-0.0376287146772789,0.10146468262016115,0.008995195831740035,0.2605119572583491,-0.12803752700123947,-0.44236391590171514,0.10966726199932067,0.2740228067868267,0.004219200041991586,-0.45773306701630445,-0.4154234086798637,0.25038314808630174,0.36583011643798413,-0.043900209429254954,-0.0998378990528981,0.09467109407774778,-0.008560485992362785,-0.09150586064227402,-0.0826028777332839,-0.18876018844070974,0.04083581427113698,0.25234187148320325,-0.1323938849586149,0.1142623096510043,0.1706870143498051,-0.0018745473140401325,-0.24355435135659367,-0.05649607819402748,0.16030567641065163,-0.2475067346478597,0.29099648162056907,-0.16475337673664928,-0.13502825759943932,-0.24643250030246444,-0.04875446912441153,-0.05367112935601125,0.022064852206575367,0.45273236082425106,0.1877198778380758,-0.11730433387592934,0.027644519181125655,-0.18040363308376903,-0.2990176968858869,0.4340193879426864,0.17100160301434178,-0.13535078253387609,0.6528694624075952,0.27042108827498385,-0.008542862060055091,0.35101175311885896,-0.011134770814139766,0.15244100763177276,0.00836678068803258,-0.08911980344237931,0.057949951065149684,-0.17704731846477034,-0.20206296718032882,-0.36734513483799824,-0.2968384252132048,-0.26458782857513374
FinalPhase Complete,-0.05904382992073782,-0.16425191239486883,-0.5190379702799437,-0.03828926322884418,0.19207428909095184,-0.3949972518791048,0.09957149337653878,-0.34718660934817114,0.09516567236338845,0.6422765641012458,-0.11995889381110549,0.40759536107754946,-0.061551721419237315,0.278252406994281,0.3319541359627932,0.051289529350697124,-0.4892281521594542,-0.2354520957834331,-0.3731620316910749,-0.23982070554570392,0.15247798152909942,0.4810512863856793,0.4898220742002907,-0.03907669887122799,0.05049387360176372,0.5568458072732893,-0.628227344538668,-0.747136068436826,0.20662274886149082,-0.22526478269839761,0.5165474964527607,0.14946969518437445,0.3981186857835448,0.1728210330556963,-0.28591325054422945,0.42524887662566957,0.012081575931518294,-0.37735326181114803,1.0,0.4449808818604616,-0.4096715950296446,0.005305756333566971,0.19716161973816043,0.4907330135797134,0.22836977357577268,-0.03332398256406508,-0.4654694618841741,0.4360634921208987,-0.605513085042722,0.2652655165694345,0.5714025329763674,0.12035180195293405,-0.21660050038036135,0.5956755311283312,-0.2553531406182848,0.46925888671494026,0.009555296988445159,0.09716184136269955,-0.0031967552045545394,0.6654600028133161,0.45724721816987957,-0.014604457333195427,-0.1416619146159639,-0.20769863749998568,-0.5055951199053279,0.6310989085979871,-0.3829116472821303,-0.4441712276700628,0.506271324260246,0.2841025598273214,-0.7492325397264942,-0.25208930663843654,-0.2556462698818088,-0.4097015834761326,-0.17902840279526386,-0.07802564182889739,-0.3275803295845209,0.13539830063745822,-0.3903133441159036,-0.25132429519889116,-0.33734021859327357,-0.29086184317774266,-0.28316759325122715,-0.13824451887826933,0.06764632940105642,-0.4019673863980209,-0.4987012193030079,0.28740374207101677,-0.18626836290660212,0.14295108703898257,-0.3354513713870724,0.2209079983769199,-0.439623535948116,0.24927197704716134,0.45813028288130586,0.3119455987391036,0.3478841231243709,0.5656312039470283,-0.03413209369319137,-0.4205813019782286
